X,Y,OBJECTID,COD_SIG_TR,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,DUPL_TROC,ZONA,COMPRIMENTO,IDTIPO,SITUACAO_PROJ_OBRA,FREGUESIA,ZONAMENTO,ORCAMENTO,NOME_PROJETO,SITUACAO_PROJ,ANO,PERIODO,PLANEAMENTO_GVMG,TIPOLOGIA_AML,ESTADO_AML,F_PRINCIPAL,SGPI,VALIDACAO,GlobalID,Shape__Length
-9.12582417229354,38.7663084352474,1,B0000372,B0000372,Mata de Alvalade - Parque Urbano dos Olivais,Principal,Circular Exterior,Pista Ciclável Bidirecional,Executado,N,-,882.27,9196,,Olivais,,0,Mata de Alvalade - Parque Urbano dos Olivais,,-,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,91a95781-da91-49c4-b185-fc5addba773f,1132.91240146107
-9.14490029280221,38.7187924164184,7,8051,34187,Avenida da Liberdade,Principal,Central,30+Bici,Executado,S,DEP,136.62,9196,,Santo António,Baixa,0,Avenida da Liberdade,,2013,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,9e9caf01-df4d-4159-be3e-fdba4bc12280,175.348034437459
-9.18558991831005,38.7679573202694,28,22923,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,N,-,46.22,9196,,Carnide,,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,f34dfd82-1a14-4f78-a860-cac5557f7ed4,59.3819920717721
-9.18542996660729,38.7673332519735,29,14433,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,N,-,65.93,9196,,Carnide,,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,d428c106-2027-496c-9f80-e1507a1bdfa5,84.7789768040673
-9.18630930328799,38.7685859810032,30,18026,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,N,-,285.06,9196,,Carnide,,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,0f02431d-4ca0-48bb-8070-812ba22a6cd4,365.294482037269
-9.19203226773859,38.760185255313,36,152704,101064,Avenida Cidade de Praga,Principal,Circular Exterior,Pistas Cicláveis Unidirecionais,Executado,S,ZON,30.32,9196,Empreitada 12/DMPO/DIVPS,Carnide,Avenida Cidade de Praga,0, ,Falta pinturas e SV - Aguarda orientações do DEP e DMPO,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,d5931660-9d18-4b8c-9a0c-de7f6e954ce1,38.9347294911716
-9.18548896021681,38.7676951205857,66,156935,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,N,-,26.22,9196,,Carnide,,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,db496342-131b-4934-a964-9e95d0e35a6f,33.7125087768389
-9.18526000834627,38.7668867827155,67,152728,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,N,-,73.31,9196,,Carnide,,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,7803ebaa-ddeb-4655-b775-127d323d254c,94.0126474921299
-9.18537944490223,38.7668865621094,68,152727,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,N,-,98.63,9196,,Carnide,,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,ec74bca1-c7fb-49d6-95cc-f268f4e2e62b,126.567028911705
-9.19603214653355,38.7422967732155,73,13025,35222,Travessa de Francisco Rezende,Local,,Trilho,Executado,N,-,203.49,9196,,Benfica,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,13146308-be67-43c1-aa48-68f0d152a5b6,260.613063363375
-9.19171275136506,38.7427363478237,74,4899,100989,Estrada do Barcal,Local,,Trilho,Executado,N,-,378.67,9196,,Benfica,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,34ae1f54-b985-435b-97fb-f483d0f62d6d,485.055354452685
-9.19777685846645,38.7373495053363,75,B0000093,B0000093,Estrada da Serafina,Local,,Trilho,Executado,N,-,370.01,9196,,Benfica,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,a504244a-17fd-4151-9105-3691e5f7ea18,475.00343098416
-9.18156542548396,38.737460721332,76,B0000094,B0000094,Avenida 24 de Janeiro,Local,,Trilho,Executado,N,-,207.27,9196,,São Domingos de Benfica,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,2d57cf0a-417f-41f0-85b8-033f31e1683e,266.420393921514
-9.17783616980547,38.7379615728168,77,B0000113,B0000113,Monsanto,Local,,Trilho,Executado,N,-,449.56,9196,,São Domingos de Benfica,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,1864741a-cb76-4036-a077-a64b0eff3310,576.300424494514
-9.17677852791369,38.7370414818133,78,154733,100417,---- São Domingos de Benfica,Local,,Trilho,Executado,N,-,220.96,9196,,São Domingos de Benfica,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,1b9ff9a0-8158-4975-bd3b-3fdc0e1b3eb1,283.640695653858
-9.17348167917131,38.7320736093836,79,B0000095,B0000095,Rua Padre Domingos Maurício dos Santos,Local,,Trilho,Executado,N,-,646.88,9196,,Campolide,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,64863f8e-4cc7-4797-8695-93aaebcf2703,829.174809213947
-9.17168062088167,38.7330202676677,80,B0000096,B0000096,Rua Miguel Ângelo de Blasco,Local,,Trilho,Executado,N,-,117.83,9196,,Campolide,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,c4343f80-ae2b-433c-bc44-5faf62e6a43c,151.417586068405
-9.17685185187181,38.7289179231139,81,B0000097,B0000097,Caminho Pedreiras,Local,,Trilho,Executado,N,-,899.9,9196,,Campolide,Monsanto,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,92cecbef-9c77-4b31-b10f-6ca0c72dedea,1154.57751753838
-9.14306142210182,38.7408729108608,101,155095,67001,Avenida Barbosa du Bocage,Local,,30+Bici,Executado,S,Planalto,17.4,9196,,Avenidas Novas,Avenidas Novas,0,Avenida Barbosa du Bocage - Nascente,Falta SV,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,01b23b49-782b-4e61-b97f-01b707593cba,22.2801203876166
-9.15583569046998,38.751947733911,104,23098,101725,Rua Prof. António Flores,Local,,30+Bici,Executado,S,-,201.75,9196,,Alvalade,Cidade Universitária,0,Rua Professor António Flores,Falta SV,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,a85203a7-2b83-46c3-979e-4b8aa3972f29,259.246113816071
-9.09592346618228,38.7635260140871,117,152617,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,S,DMM,28.9,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,65debce6-8fe3-4721-9a4a-93507165ce6c,37.1571298870617
-9.17533521238239,38.7590452239636,127,14168,101289,Rua António Quadros,Complementar,,30+Bici,Executado,S,-,44.56,9196,,Lumiar,,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,2a86f41c-20d5-4831-b569-00b4fb2c4d4b,57.2955175110061
-9.14370467962565,38.743657501384,131,4506,67007,Avenida Sacadura Cabral,Local,,30+Bici,Executado,S,Planalto,134.26,9196,,Areeiro,Roma-Campo Pequeno,0,Avenida Sacadura Cabral,Falta SV,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,61db855e-737b-4fe2-acad-96ee8b05faa7,172.015475049599
-9.14605118559812,38.7393815218564,132,22148,67002,Avenida Elias Garcia,Local,,30+Bici,Executado,S,Planalto,15.09,9196,,Avenidas Novas,Avenidas Novas,0,Avenida Elias Garcia - Nascente,Falta SV,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,9d392038-5088-4c61-a091-791d3c40706d,19.3181942417994
-9.14348356470835,38.7387311142652,140,B0000070,B0000070,Avenida Visconde de Valmor,Complementar,,Faixas Cicláveis ou Contrafluxos,Executado,S,Planalto,120.07,9196,,Avenidas Novas,Avenidas Novas,10998.95,Avenida Visconde Valmor - Nascente,,2017,,,Faixa ciclavel,Executado,Via destinada a funcoes quotidianas,2016.315,,10bb2e1d-3a24-4818-968a-0bc978d218f7,153.78997306412
-9.14262341165414,38.7389758653281,154,B0000071,B0000071,Avenida Visconde de Valmor,Complementar,,Faixas Cicláveis ou Contrafluxos,Executado,S,Planalto,39.08,9196,,Avenidas Novas,Avenidas Novas,0,Avenida Visconde Valmor - Nascente,,2017,,,Faixa ciclavel,Executado,Via destinada a funcoes quotidianas,2016.315,,59574910-bd02-4f1d-a0b2-cb5d68dd26cc,50.0580808843059
-9.1354497944109,38.7387236842565,159,5368,66970,Avenida Guerra Junqueiro,Principal,,30+Bici,Executado,N,DMM,340.11,9196,,Areeiro,Roma-Areeiro,0,Avenida Guerra Junqueiro,EP - Aguarda decisão do executivo,2018,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,18cedb54-1acc-4df8-a4de-55a43e4a7149,436.541488374834
-9.14547847232445,38.7404017572518,160,22130,67001,Avenida Barbosa du Bocage,Local,,30+Bici,Executado,S,Planalto,123.96,9196,,Avenidas Novas,Avenidas Novas,0,Avenida Barbosa du Bocage - Nascente,Falta SV,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,e048e0b2-f6f7-4480-b8b3-0c3671bb9e9b,158.724364631922
-9.14482667227084,38.7063841173392,162,B0000254,B0000254,Avenida Vinte e Quatro de Julho,Principal,Marginal,Pista Ciclável Bidirecional,Executado,N,DEP,73.81,9196,,Misericórdia,,0,Projeto Reperfilamento Avenida 24 de Julho,Concluído,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,d5e9eee7-3fef-4fe7-9854-6909a16f3561,94.6644954898389
-9.14842367302921,38.7065977998754,163,B0000255,B0000255,Avenida Vinte e Quatro de Julho,Principal,Marginal,Pista Ciclável Bidirecional,Executado,N,DEP,306.66,9196,,Misericórdia,,0,Projeto Reperfilamento Avenida 24 de Julho,Concluído,2017,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,9ce09a85-9cce-41b6-9e8e-fa40126e6673,392.436315582516
-9.13546110391882,38.7411166450564,168,B0000048,B0000048,Avenida de Paris,Principal,Benfica - Braço de Prata,30+Bici,Executado,N,DMM,17.18,9196,,Areeiro,Roma,0,Avenida de Paris,,2019,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2018.147,,a5700f69-40c2-4e48-8eca-c02de8d02008,21.9958986211037
-9.13442565272168,38.7410493320495,169,B0000049,B0000049,Avenida de Paris,Principal,Benfica - Braço de Prata,30+Bici,Executado,N,DMM,163.51,9196,,Areeiro,Roma,0,Avenida de Paris,,2019,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2018.147,,0642bcfb-3b1a-4eb8-a22c-6b254929fbd5,209.342476495142
-9.13565659124852,38.7411330021799,170,B0000050,B0000050,Avenida de Paris,Principal,Benfica - Braço de Prata,Faixas Cicláveis ou Contrafluxos,Executado,N,DMM,17.02,9196,,Areeiro,Roma,0,Avenida de Paris,,2019,,,Faixa ciclavel,Executado,Via destinada a funcoes quotidianas,2018.147,,d0e586eb-8455-40f3-b665-45b2d66d74c1,21.7883963456218
-9.14882191781943,38.7377737784999,172,22165,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,S,Planalto,136.78,9196,,Avenidas Novas,Avenidas Novas,0,Avenida Visconde Valmor - Poente,,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,1ddc4dab-a58b-42e4-ae96-e931f3c93a9a,175.131927795364
-9.15447882880163,38.7493899293718,179,157324,101725,Rua Prof. António Flores,Local,,30+Bici,Executado,N,-,10.64,9196,,Alvalade,Cidade Universitária,0,Rua Professor António Flores,,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,4764a43d-8ea4-4df5-8cd7-c054c6aad5ad,13.6772738011402
-9.09254810174859,38.7618002585719,181,A000017,A000017,Cais Português,Local,,Percurso Ciclo-pedonal,Executado,N,ZON,289.66,9196,,Parque das Nações,Frente Ribeirinha,0, ,,-,,,Via banalizada,Executado,Vias mistas (agrega as duas funcoes anteriores),,,6c292b97-5fc5-4046-a272-b5d96de22e4a,371.814299562687
-9.09543916330221,38.7586598431658,183,12210,5958,Passeio do Adamastor,Local,,Percurso Ciclo-pedonal,Executado,N,ZON,46.9,9196,,Parque das Nações,,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,56b35a44-3aa9-4043-a427-cf2a3a89e2d1,60.0655972999474
-9.09405537581998,38.7553193611176,184,A000019,A000019,Passeio de Neptuno,Local,,Percurso Ciclo-pedonal,Executado,N,ZON,663.57,9196,,Parque das Nações,Frente Ribeirinha,0, ,,-,,,Via banalizada,Executado,Vias mistas (agrega as duas funcoes anteriores),,,5a5f245b-e7e4-43e1-8c71-d9801a57bf61,852.870992395444
-9.09119886188627,38.79487785245,187,158445,102142,Passeio do Sapal,Local,,Percurso Ciclo-pedonal,Executado,N,ZON,170.01,9196,,Parque das Nações,,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes de lazer,,,4e6f58d4-648e-4d8d-9857-cd750575da15,218.605402540974
-9.0944282486888,38.7812187447253,192,18031,5944,Passeio dos Jacarandás,Local,,Percurso Ciclo-pedonal,Executado,N,ZON,62.8,9196,,Parque das Nações,,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,7bf8ba4c-4ba4-4c21-afa6-564801d9cce9,80.7802472346546
-9.09192713075473,38.7780175491112,193,17227,5968,Passeio dos Heróis do Mar,Local,,Percurso Ciclo-pedonal,Executado,N,ZON,104.4,9196,,Parque das Nações,,0, ,,-,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,0b4e1901-d57a-45dd-8c7d-7fca1d486231,134.278528539049
-9.12645992406781,38.761425175849,198,B0000184,B0000184,Rua Quinta da Graça,Principal,,Pista Ciclável Bidirecional,Executado,N,-,448.4,9196,,Marvila,,0,Jardim do Campo Grande - Parque Vale de Chelas,,2012,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,fe715577-8110-4dc2-9d6e-ceabf72697af,575.271578047113
-9.10894964594218,38.7680036774332,199,B0000043,B0000043,Avenida de Berlim,Principal,Circular Exterior,Pista Ciclável Bidirecional,Executado,N,-,916.99,9196,,Olivais,,0,Parque Vale de Chelas - Parque das Nações,,2009,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,b7395db4-de58-401c-b57d-eb350beae313,1174.87701143074
-9.15451788755018,38.7494629558322,200,157325,101725,Rua Prof. António Flores,Local,,30+Bici,Executado,N,-,10.56,9196,,Alvalade,Cidade Universitária,0,Rua Professor António Flores,,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,5e433a49-1539-4e29-b4fa-256c4e882188,13.5620019127865
-9.14506956190204,38.7384344902802,205,5238,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,S,Planalto,112.19,9196,,Avenidas Novas,Avenidas Novas,0,Avenida Visconde Valmor - Nascente,,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,2016.315,,5da25e95-a119-4579-ab33-51991c7eafc7,143.644891821988
-9.13841760684256,38.744313613731,218,B0000058,B0000058,Rua Edison,Local,,Faixas Cicláveis ou Contrafluxos,Executado,N,DMM,126.12,9196,Concluído,Areeiro,Roma-Areeiro,0,Rua Edison,Concluído,2019,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,2018.147,,c682991c-c0d5-4491-bc6b-193efe8ee7a6,161.582723896795
-9.09612489989444,38.7538592650797,229,B0000006,B0000006,Ligação Alameda dos Oceanos/ Pista Ribeirinha,Principal,Marginal,Pista Ciclável Bidirecional,Executado,N,ZON,153.35,9196,,Parque das Nações,,0, ,, ,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,6387a0cc-aec4-438d-b24f-72b2b84d5e4e,196.769091553956
-9.09658125710014,38.7569488671802,230,159396,35282,Alameda dos Oceanos,Principal,Marginal,Pista Ciclável Bidirecional,Executado,N,-,166.95,9196,,Parque das Nações,,0,Alameda dos Oceanos Sul,,-,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,2018.151,,407a7f9d-3d53-4dec-9566-05312c2e4090,214.662693850158
-9.13692055696961,38.7410203386938,239,B0000051,B0000051,Avenida de Paris,Principal,Benfica - Braço de Prata,Faixas Cicláveis ou Contrafluxos,Executado,N,DMM,121.97,9196,,Areeiro,Roma,0,Avenida de Paris,,2019,,,Faixa ciclavel,Executado,Via destinada a funcoes quotidianas,2018.147,,807faabe-10a4-4401-8f93-42a9e83eb8c3,156.200836784347
-9.17543302274715,38.7580856258651,255,B0000139,B0000139,Ponte ciclo-pedonal sobre a 2ª Circular,Complementar,,Percurso Ciclo-pedonal,Executado,N,-,243.73,9196,,Carnide,,0, ,,2015,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,d587654b-5edc-4efd-82fd-65b2f8d892ff,312.906577217332
-9.15787105740925,38.7331945491787,267,A000008,A000008,Avenida Calouste Gulbenkian - Parque Eduardo VII (Jardim Amália Rodrigues - Corredor Verde),Complementar,,Pista Ciclável Bidirecional,Executado,N,-,996.33,9196,,Campolide,,0,Corredor Verde,,2010,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes quotidianas,,,96e45206-8ecd-419a-9dd4-557559cc3d2b,1277.80782148418
-9.0953795025918,38.7742167228018,279,23754,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,117.13,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,ed768dd6-dc1e-42c0-a35b-b36decf4f8a4,150.64142743095
-9.09542922883348,38.7736391996248,280,158239,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,16.48,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,9c68eb88-b6b7-4656-aeab-51d95fc378ed,21.1973846462092
-9.09968306162257,38.7436456272821,287,21448,462,Avenida Infante Dom Henrique,Principal,Benfica - Braço de Prata,Pista Ciclável Bidirecional,Executado,N,DMEVAE,13.16,9196,,Marvila,,0,Corredor Verde Oriental,,2018,,,Pista ciclavel (ciclovia),Executado,Via destinada a funcoes de lazer,,,bc2d4984-8d1d-46e6-87b5-f81ed45e9243,16.8893777962881
-9.14903467256554,38.7235430306042,305,7291,34187,Avenida da Liberdade,Principal,Central,30+Bici,Executado,S,DEP,171.55,9196,,Santo António,Baixa,0,Avenida da Liberdade,,2013,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,f970b8b4-089d-427c-911a-318ff8a8770b,220.195542477609
-9.09553710527223,38.7722423002016,308,157673,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,8.2,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,e535db84-a7bd-427f-b8c6-973d5ebbe833,10.548230073527
-9.09558427355974,38.7715874808565,309,1344,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,144.65,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,338ed3a8-da43-417c-a7fc-0f974cbdc895,186.023323962302
-9.09565468261667,38.7708756268929,310,157681,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,7.69,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,ce97cc05-48d4-4816-bb4a-6f4443eb2de1,9.89607424563976
-9.09568048498302,38.7704426950791,311,15897,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,84.92,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,89f57b96-d0a7-43ff-a274-c0b2a11812c9,109.206251711447
-9.09575763101159,38.7693406243794,312,1541,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,158.75,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,07bee5f4-91f1-46d2-920e-9955553653f3,204.154768223632
-9.09582804847056,38.7686086982026,313,157644,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,8.93,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,2fcbaa4f-a460-4cc9-8c56-b0b02908a895,11.488119040101
-9.09599367446247,38.7666642505457,314,157590,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,9.28,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,45dcbd17-80bb-401b-9132-4580295a3f64,11.932294804648
-9.09546870633884,38.7731517923168,315,23753,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,84.32,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,587d9944-a540-4ec7-b1d4-e5e4e26efde6,108.448847283991
-9.09552183211296,38.7724335254636,316,157672,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,56.81,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,55c3aac7-9d01-4900-b969-75db534b7e09,73.0592356263717
-9.1482236272638,38.7430612378891,319,156798,66959,Avenida António Serpa,Local,,30+Bici,Executado,S,Planalto,148.26,9196,Concluído,Avenidas Novas,Campo Pequeno,5953.37,Avenida António Serpa,Concluído,2017,,,Via banalizada,Executado,Via destinada a funcoes quotidianas,,,84d199ec-6451-44bb-b0af-e1b2ba96b827,189.848977365371
-9.09590486701342,38.7676647158038,323,1755,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,208.92,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,0d1a8557-7224-4a2d-8aff-b4c9558ee5f0,268.673176622532
-9.09627081371129,38.7631785756909,324,152600,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,50.27,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,b86a0f14-d067-4c89-91de-adab811cab6e,64.6467176746078
-9.09629105230497,38.762941389769,325,152601,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,8.7,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,52983b1d-3280-43e9-9097-ce325dfa6780,11.1929744479754
-9.09634118907747,38.7623197001741,326,2135,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,129.49,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,b33436e8-1346-4422-95fc-ceaebc6c1fbe,166.512178900619
-9.16320618731381,38.7733639216225,339,B0000036,B0000036,Avenida Padre Cruz - Quinta das Conchas,Principal,Circular Exterior,Pista Ciclável Bidirecional,Executado,N,-,347.35,9196,,Lumiar,,0,Avenida Padre Cruz - Quinta das Conchas,,-,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,1fad636d-eba7-40b4-8d18-e5688be5086b,445.61071748653
-9.09604307192224,38.7660480328885,355,1860,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,123.15,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,213e4a43-a1b8-4ac5-80a5-a7223ff42efa,158.370478149533
-9.09608618297043,38.7654772339422,356,157587,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,8.59,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,607a1989-0fee-40b6-9ac3-84386f2c5ae9,11.0458333368979
-9.0961075606297,38.7651960221473,357,1910,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,55.76,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,46fd90cf-a50e-45fd-93c6-71384fdc5b3d,71.6989517162049
-9.09613449706135,38.7648505166391,358,157581,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,26.9,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,8c2fd9d7-448f-4a79-8d32-cab8a693a675,34.5875008002157
-9.09616921021005,38.7644512727409,359,1961,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,50.2,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,3439ed3c-d8d0-4909-8931-92b4a8fcbefc,64.5529354961526
-9.09619179295764,38.7641993453103,360,157580,35282,Alameda dos Oceanos,Principal,Marginal,Pistas Cicláveis Unidirecionais,Executado,N,DMM,10.17,9196,,Parque das Nações,Frente Ribeirinha,0, ,,2017,,,Pista ciclavel (ciclovia),Executado,Vias mistas (agrega as duas funcoes anteriores),,,6696ef36-f1bd-4944-b43f-abc1be7d26df,13.0786998184662
